2024-02-08 16:39:19,464: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-08 16:39:21,142: root: INFO: Current backtesting datetime 2022-01-03 08:30:00-05:00
2024-02-08 16:39:21,145: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-08 16:39:21,148: root: INFO: Current backtesting datetime 2022-01-03 09:30:00-05:00
2024-02-08 16:39:21,149: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-08 16:39:21,152: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-08 16:39:21[0m
2024-02-08 16:39:21,153: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:39:21,187: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:39:25,385: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-08 16:39:25[0m
2024-02-08 16:39:25,387: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-08 16:39:25,390: root: INFO: Current backtesting datetime 2022-01-03 16:00:00-05:00
2024-02-08 16:39:25,391: root: INFO: Current backtesting datetime 2022-01-04 09:30:00-05:00
2024-02-08 16:39:25,393: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-08 16:39:25[0m
2024-02-08 16:39:25,393: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:39:25,395: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:39:27,028: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-08 16:39:27[0m
2024-02-08 16:39:27,030: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-08 16:39:27,032: root: INFO: Current backtesting datetime 2022-01-04 16:00:00-05:00
2024-02-08 16:39:27,032: root: INFO: Current backtesting datetime 2022-01-05 09:30:00-05:00
2024-02-08 16:39:27,033: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-08 16:39:27[0m
2024-02-08 16:39:27,033: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:39:27,041: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:39:27,935: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-08 16:39:27[0m
2024-02-08 16:39:27,938: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-08 16:39:27,940: root: INFO: Current backtesting datetime 2022-01-05 16:00:00-05:00
2024-02-08 16:39:27,942: root: INFO: Current backtesting datetime 2022-01-06 09:30:00-05:00
2024-02-08 16:39:27,943: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-08 16:39:27[0m
2024-02-08 16:39:27,943: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:39:27,945: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:39:29,327: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-08 16:39:29[0m
2024-02-08 16:39:29,330: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-08 16:39:29,336: root: INFO: Current backtesting datetime 2022-01-06 16:00:00-05:00
2024-02-08 16:39:29,336: root: INFO: Current backtesting datetime 2022-01-07 09:30:00-05:00
2024-02-08 16:39:29,340: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-08 16:39:29[0m
2024-02-08 16:39:29,340: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:39:29,344: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
