2024-02-08 16:31:43,841: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-08 16:31:45,539: root: INFO: Current backtesting datetime 2023-12-22 08:30:00-05:00
2024-02-08 16:31:45,541: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-08 16:31:45,544: root: INFO: Current backtesting datetime 2023-12-22 09:30:00-05:00
2024-02-08 16:31:45,544: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-08 16:31:45,547: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-08 16:31:45[0m
2024-02-08 16:31:45,548: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:45,585: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,370: root: INFO: [32mNew market order of | 106.0 SPY sell | at price $379.08798828125003 of class bracket with status unprocessed was submitted.[0m
2024-02-08 16:31:51,378: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-08 16:31:51[0m
2024-02-08 16:31:51,379: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:51,379: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,381: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,382: root: INFO: market order of | 106.0 SPY sell | at price $379.08798828125003 of class bracket with status new was sent to broker backtesting
2024-02-08 16:31:51,382: root: INFO: market order of | 106.0 SPY sell | at price $379.08798828125003 of class bracket with status new was sent to broker backtesting
2024-02-08 16:31:51,382: root: INFO: [32mFilled Transaction: sell 106.0 of SPY at 473.85998535 USD per share[0m
2024-02-08 16:31:51,382: root: INFO: market order of | 106.0 SPY sell | at price $379.08798828125003 of class bracket with status new was filled
2024-02-08 16:31:51,388: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-08 16:31:51,390: root: INFO: Current backtesting datetime 2023-12-22 16:00:00-05:00
2024-02-08 16:31:51,390: root: INFO: Current backtesting datetime 2023-12-23 09:30:00-05:00
2024-02-08 16:31:51,392: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-02-08 16:31:51,392: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:51,393: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,394: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,394: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:51,394: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,395: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,397: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:51,397: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,397: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,398: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:51,398: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,398: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,400: root: INFO: Current backtesting datetime 2023-12-23 09:29:00-05:00
2024-02-08 16:31:51,401: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:51,401: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,402: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,402: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:51,402: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,403: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,404: root: INFO: Current backtesting datetime 2023-12-23 09:29:00-05:00
2024-02-08 16:31:51,405: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-08 16:31:51,405: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:51,405: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,406: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,406: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:51,406: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,407: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,408: root: INFO: Current backtesting datetime 2023-12-26 08:30:00-05:00
2024-02-08 16:31:51,409: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,411: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,412: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-08 16:31:51,412: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:51,412: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,413: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,413: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:51,413: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,414: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,416: root: INFO: Current backtesting datetime 2023-12-26 09:30:00-05:00
2024-02-08 16:31:51,416: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-08 16:31:51,421: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-08 16:31:51[0m
2024-02-08 16:31:51,422: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,431: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,793: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-08 16:31:51[0m
2024-02-08 16:31:51,793: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:51,793: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,795: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,795: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:51,795: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,796: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,798: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-08 16:31:51,799: root: INFO: Current backtesting datetime 2023-12-26 16:00:00-05:00
2024-02-08 16:31:51,800: root: INFO: Current backtesting datetime 2023-12-27 09:30:00-05:00
2024-02-08 16:31:51,802: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-08 16:31:51[0m
2024-02-08 16:31:51,802: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:51,804: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:53,763: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-08 16:31:53[0m
2024-02-08 16:31:53,764: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:53,764: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:53,766: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:53,767: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:53,767: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:53,768: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:53,772: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-08 16:31:53,774: root: INFO: Current backtesting datetime 2023-12-27 16:00:00-05:00
2024-02-08 16:31:53,775: root: INFO: Current backtesting datetime 2023-12-28 09:30:00-05:00
2024-02-08 16:31:53,780: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-08 16:31:53[0m
2024-02-08 16:31:53,780: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:53,782: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:58,406: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-08 16:31:58[0m
2024-02-08 16:31:58,406: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:58,406: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:58,410: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:58,410: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 16:31:58,411: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:58,412: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 16:31:58,414: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-08 16:31:58,419: root: INFO: Current backtesting datetime 2023-12-28 16:00:00-05:00
2024-02-08 16:31:58,419: root: INFO: Current backtesting datetime 2023-12-29 09:30:00-05:00
