2024-02-08 13:55:49,926: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-08 13:55:52,029: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-02-08 13:55:52,030: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-08 13:55:52,031: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-02-08 13:55:52,031: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-08 13:55:52,038: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-08 13:55:52[0m
2024-02-08 13:55:52,039: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,073: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,078: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-02-08 13:55:52,082: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-08 13:55:52[0m
2024-02-08 13:55:52,082: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 13:55:52,082: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,082: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,084: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-08 13:55:52,084: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-08 13:55:52,084: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-02-08 13:55:52,084: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-02-08 13:55:52,094: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-08 13:55:52,095: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-02-08 13:55:52,095: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-02-08 13:55:52,097: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-02-08 13:55:52,097: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 13:55:52,097: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,098: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,098: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 13:55:52,098: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,098: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,105: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 13:55:52,105: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,107: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,108: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 13:55:52,108: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,109: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,110: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-08 13:55:52,111: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 13:55:52,111: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,112: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,112: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 13:55:52,112: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,113: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,113: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-08 13:55:52,113: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-08 13:55:52,113: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 13:55:52,113: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,114: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,114: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 13:55:52,114: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,115: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,119: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-02-08 13:55:52,120: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,122: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,123: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-08 13:55:52,124: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 13:55:52,124: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,125: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,125: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 13:55:52,125: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,126: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,127: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-02-08 13:55:52,127: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-08 13:55:52,129: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-08 13:55:52[0m
2024-02-08 13:55:52,129: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,130: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,131: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-08 13:55:52[0m
2024-02-08 13:55:52,131: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 13:55:52,131: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,132: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-08 13:55:52,132: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-08 13:55:52,133: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
